Title,Platform,Release_Date,Metascore,User_Score,Critic_Review_Count,User_Review_Count,Publisher,Genre,Rating,URL
Rogue Flight,"PC, PlayStation 5, Nintendo Switch, Xbox Series X",2024-10-25,79,7.4,7,11,Perp Games,Space Combat Sim,E,https://www.metacritic.com/game/rogue-flight/
Brothers: A Tale of Two Sons Remake,"PC, Xbox Series X, PlayStation 5",2024-02-28,79,7.4,30,117,"505 Games, Limited Run Games",Linear Action Adventure,T,https://www.metacritic.com/game/brothers-a-tale-of-two-sons-remake/
I Am Your Beast,"PC, iOS (iPhone/iPad), Xbox Series X, PlayStation 5",2024-09-10,79,7.0,13,32,Strange Scaffold,FPS,Not Rated,https://www.metacritic.com/game/i-am-your-beast/
Dicefolk,"PC, Nintendo Switch",2024-02-27,79,7.3,16,4,Good Shepherd Entertainment,Turn-Based Strategy,Not Rated,https://www.metacritic.com/game/dicefolk/
Final Fantasy XIV: Dawntrail,"PlayStation 5, PC, PlayStation 4, Xbox Series X",2024-07-02,79,5.2,35,1130,Square Enix,MMORPG,T,https://www.metacritic.com/game/final-fantasy-xiv-dawntrail/
Alaloth - Champions of The Four Kingdoms,"Xbox One, PC, Nintendo Switch, PlayStation 4",2024-11-21,79,7.8,14,55,Gamera Games,Action RPG,Not Rated,https://www.metacritic.com/game/alaloth-champions-of-the-four-kingdoms/
Dystopika,PC,2024-06-21,79,5.8,8,13,Voids Within,Management,Not Rated,https://www.metacritic.com/game/dystopika/
Hitman: Blood Money - Reprisal,"Nintendo Switch, iOS (iPhone/iPad)",2024-01-25,79,6.9,12,25,"Feral Interactive, Limited Run Games",Action Adventure,M,https://www.metacritic.com/game/hitman-blood-money-reprisal/
"Little Kitty, Big City","PC, Nintendo Switch, Xbox Series X, Xbox One, PlayStation 5, PlayStation 4",2024-05-09,79,7.5,16,151,Double Dagger Studio,Open-World Action,Not Rated,https://www.metacritic.com/game/little-kitty-big-city/
Duck Detective: The Secret Salami,"PC, Nintendo Switch, Xbox Series X, Xbox One, PlayStation 5, iOS (iPhone/iPad)",2024-05-23,79,7.7,14,43,Happy Broccoli Games,Adventure,Not Rated,https://www.metacritic.com/game/duck-detective-the-secret-salami/
Pacific Drive,"PlayStation 5, PC, Xbox Series X",2024-02-21,79,6.3,45,285,"Kepler Interactive, Ironwood Studios",Survival,T,https://www.metacritic.com/game/pacific-drive/
Romancing SaGa 2: Revenge of the Seven,"Nintendo Switch, PlayStation 5, PC, PlayStation 4, Xbox Series X, Nintendo Switch 2",2024-10-24,79,8.2,31,164,Square Enix,JRPG,T,https://www.metacritic.com/game/romancing-saga-2-revenge-of-the-seven/
Sam & Max: The Devil's Playhouse Remastered,"Nintendo Switch, PC, PlayStation 4, Xbox Series X, Xbox One",2024-08-14,79,,7,0,Skunkape Games,Third-Person Adventure,T,https://www.metacritic.com/game/sam-and-max-the-devils-playhouse-remastered/
NBA 2K25,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One, Nintendo Switch",2024-09-06,79,4.8,42,227,"2K Games, Take-Two Interactive",Basketball Sim,E,https://www.metacritic.com/game/nba-2k25/
Anger Foot,"PC, PlayStation 5",2024-07-11,79,7.3,50,38,Devolver Digital,FPS,Not Rated,https://www.metacritic.com/game/anger-foot/
Beyond Good & Evil 20th Anniversary Edition,"PlayStation 5, Xbox Series X, Nintendo Switch, PlayStation 4, PC, Xbox One",2024-06-25,79,7.7,26,78,"Ubisoft, Limited Run Games",Action Adventure,E10+,https://www.metacritic.com/game/beyond-good-and-evil-20th-anniversary-edition/
Max Mustard,"PC, Meta Quest, PlayStation 5",2024-10-03,79,8.7,8,13,Toast Interactive,3D Platformer,E10+,https://www.metacritic.com/game/max-mustard/
Eiyuden Chronicle: Hundred Heroes,"PC, Xbox Series X, PlayStation 5, Xbox One, PlayStation 4, Nintendo Switch",2024-04-23,79,7.1,38,292,505 Games,JRPG,Not Rated,https://www.metacritic.com/game/eiyuden-chronicle-hundred-heroes/
Islands of Insight,PC,2024-02-13,79,8.3,9,11,Behaviour Interactive,Open-World Action,Not Rated,https://www.metacritic.com/game/islands-of-insight/
Bears In Space,PC,2024-03-22,79,6.8,10,13,Ravenscourt,FPS,Not Rated,https://www.metacritic.com/game/bears-in-space/
MechWarrior 5: Clans,"PlayStation 5, Xbox Series X, PC",2024-10-16,78,6.6,22,55,Piranha Games,Vehicle Combat Sim,Not Rated,https://www.metacritic.com/game/mechwarrior-5-clans/
Persona 3 Reload - Episode Aigis: The Answer,"PlayStation 5, PC, Xbox Series X, Xbox One, PlayStation 4",2024-09-10,78,7.2,11,118,Atlus,JRPG,Not Rated,https://www.metacritic.com/game/persona-3-reload-episode-aigis-the-answer/
Final Fantasy XVI: The Rising Tide,Unknown,2024-04-18,78,7.2,27,0,Unknown,Unknown,M,https://www.metacritic.com/game/final-fantasy-xvi-the-rising-tide/
Antstream Arcade,"PC, Xbox Series X, Xbox One, PlayStation 5, PlayStation 4, iOS (iPhone/iPad)",2024-09-06,78,8.7,9,18,Antstream,Compilation,Not Rated,https://www.metacritic.com/game/antstream-arcade/
Shin-chan: Shiro and the Coal Town,"Nintendo Switch, PC, iOS (iPhone/iPad)",2024-10-24,78,8.2,16,16,Neos,Adventure,E,https://www.metacritic.com/game/shin-chan-shiro-and-the-coal-town/
Metal Slug Tactics,"PC, Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X, Xbox One, iOS (iPhone/iPad)",2024-11-05,78,6.7,36,52,DotEmu,Turn-Based Tactics,Not Rated,https://www.metacritic.com/game/metal-slug-tactics/
Drova - Forsaken Kin,"PC, Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X, Xbox One",2024-10-15,78,8.5,7,90,DECK13 Spotlight,Action RPG,T,https://www.metacritic.com/game/drova-forsaken-kin/
Songs of Conquest,"PC, iOS (iPhone/iPad), PlayStation 5, Xbox Series X, Nintendo Switch",2024-05-20,78,7.2,20,68,Coffee Stain Publishing,Turn-Based Tactics,Not Rated,https://www.metacritic.com/game/songs-of-conquest/
Gori: Cuddly Carnage,"PC, Nintendo Switch, Xbox Series X, Xbox One, PlayStation 5, PlayStation 4",2024-08-29,78,7.8,12,24,Wired Productions,3D Platformer,Not Rated,https://www.metacritic.com/game/gori-cuddly-carnage/
Splatoon 3: Expansion Pass Wave 2 - Side Order,Nintendo Switch,2024-02-22,78,7.8,22,107,Nintendo,Third Person Shooter,E10+,https://www.metacritic.com/game/splatoon-3-expansion-pass-wave-2-side-order/
Star Wars: Dark Forces Remaster,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One, Nintendo Switch",2024-02-28,78,6.7,16,41,Nightdive Studios,FPS,T,https://www.metacritic.com/game/star-wars-dark-forces-remaster/
Another Crab's Treasure,"Nintendo Switch, PC, Xbox Series X, PlayStation 5, Xbox One",2024-04-25,78,7.5,33,297,Aggro Crab,Action Adventure,Not Rated,https://www.metacritic.com/game/another-crabs-treasure/
Beyond Galaxyland,"PC, Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X, Xbox One",2024-09-24,78,7.0,15,28,United Label,Action Adventure,Not Rated,https://www.metacritic.com/game/beyond-galaxyland/
Arizona Sunshine Remake,"PC, PlayStation 5, Meta Quest, PlayStation 4",2024-10-17,78,7.7,12,15,Vertigo Games,Light Gun,M,https://www.metacritic.com/game/arizona-sunshine-remake/
Inkulinati,"PC, Xbox Series X, Xbox One, Nintendo Switch, PlayStation 4, PlayStation 5",2024-02-22,78,6.7,17,29,Daedalic Entertainment,Turn-Based Strategy,Not Rated,https://www.metacritic.com/game/inkulinati/
Microsoft Flight Simulator 2024,"Xbox Series X, PC, PlayStation 5",2024-11-19,78,4.8,34,180,Xbox Game Studios,Aircraft Sim,E,https://www.metacritic.com/game/microsoft-flight-simulator-2024/
Fitness Boxing feat. Hatsune Miku,Nintendo Switch,2024-09-05,78,8.2,7,12,"Aksys Games, Imagineer Co.,Ltd.",Exercise,E,https://www.metacritic.com/game/fitness-boxing-feat-hatsune-miku/
Sympathy Kiss,Nintendo Switch,2024-02-27,78,4.8,12,8,"Idea Factory, Reef Entertainment",Visual Novel,T,https://www.metacritic.com/game/sympathy-kiss/
The Operator,"PC, Nintendo Switch",2024-07-22,78,8.0,16,94,Bureau 81,Adventure,Not Rated,https://www.metacritic.com/game/the-operator/
Banishers: Ghosts of New Eden,"PC, PlayStation 5, Xbox Series X",2024-02-13,78,7.7,69,685,Focus Entertainment,Linear Action Adventure,T,https://www.metacritic.com/game/banishers-ghosts-of-new-eden/
Pepper Grinder,"Nintendo Switch, PC, PlayStation 5, Xbox Series X, PlayStation 4, Xbox One",2024-03-28,78,6.3,38,41,Devolver Digital,2D Platformer,Not Rated,https://www.metacritic.com/game/pepper-grinder/
Headquarters: World War II,PC,2024-04-11,78,7.2,9,9,Slitherine,Turn-Based Strategy,Not Rated,https://www.metacritic.com/game/headquarters-world-war-ii/
Golden Lap,PC,2024-09-26,78,7.7,7,10,Funselektor Labs Inc.,Tycoon,Not Rated,https://www.metacritic.com/game/golden-lap/
Loco Motive,"Nintendo Switch, PC",2024-11-21,77,6.7,15,28,Chucklefish,Point-and-Click,Not Rated,https://www.metacritic.com/game/loco-motive/
Super Monkey Ball Banana Rumble,Nintendo Switch,2024-06-25,77,7.5,60,39,Sega,Party,E,https://www.metacritic.com/game/super-monkey-ball-banana-rumble/
Mario & Luigi: Brothership,Nintendo Switch,2024-11-07,77,7.8,106,628,Nintendo,JRPG,E,https://www.metacritic.com/game/mario-and-luigi-brothership/
Ufouria: The Saga 2,"Nintendo Switch, PC, PlayStation 5, Xbox Series X",2024-03-01,77,8.8,8,8,"Red Art Games, SunSoft",Metroidvania,E,https://www.metacritic.com/game/ufouria-the-saga-2/
Thalassa: Edge of the Abyss,PC,2024-08-01,77,5.0,12,5,Team17,First-Person Adventure,Not Rated,https://www.metacritic.com/game/thalassa-edge-of-the-abyss/
Luigi's Mansion 2 HD,Nintendo Switch,2024-06-27,77,7.5,92,174,Nintendo,Action Adventure,E,https://www.metacritic.com/game/luigis-mansion-2-hd/
Arzette: The Jewel of Faramore,"PC, PlayStation 5, Xbox Series X, PlayStation 4, Nintendo Switch",2024-02-14,77,7.6,8,32,"Limited Run Games, Clear River Games",Metroidvania,E10+,https://www.metacritic.com/game/arzette-the-jewel-of-faramore/
Bo: Path of the Teal Lotus,"PC, Nintendo Switch, Xbox Series X, PlayStation 5",2024-07-18,77,7.7,17,62,Humble Games,Metroidvania,Not Rated,https://www.metacritic.com/game/bo-path-of-the-teal-lotus/
Fading Afternoon,"PC, Nintendo Switch",2024-06-06,77,7.5,9,13,CIRCLE Entertainment,Action Adventure,M,https://www.metacritic.com/game/fading-afternoon/
Cryptmaster,"PC, PlayStation 5, Xbox Series X, PlayStation 4, Xbox One",2024-05-09,77,8.2,12,19,Akupara Games,RPG,Not Rated,https://www.metacritic.com/game/cryptmaster/
Expeditions: A MudRunner Game,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One, Nintendo Switch",2024-03-05,77,5.4,23,78,"Focus Entertainment, Focus Home Interactive, Saber Interactive",Vehicle Sim,E,https://www.metacritic.com/game/expeditions-a-mudrunner-game/
Cavern of Dreams,"PC, Nintendo Switch",2024-02-29,77,8.0,7,10,Super Rare Games,3D Platformer,E,https://www.metacritic.com/game/cavern-of-dreams/
Read Only Memories: NEURODIVER,"PC, PlayStation 4, Xbox One, Nintendo Switch, Xbox Series X, PlayStation 5",2024-05-16,77,,15,0,"Chorus Worldwide, MidBoss",Visual Novel,Not Rated,https://www.metacritic.com/game/read-only-memories-neurodiver/
The Smurfs: Dreams,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One, Nintendo Switch",2024-10-24,77,8.0,17,34,Microids,3D Platformer,E,https://www.metacritic.com/game/the-smurfs-dreams/
Empire of the Ants,"PC, PlayStation 5, Xbox Series X",2024-11-04,77,8.4,17,81,"Microids, Rainy Frog",Command RTS,E10+,https://www.metacritic.com/game/empire-of-the-ants/
BORE BLASTERS,PC,2024-03-08,77,7.8,10,5,8BitSkull,Action,Not Rated,https://www.metacritic.com/game/bore-blasters/
Bloodless,"PC, Nintendo Switch",2024-08-29,77,9.6,8,8,3D Realms,Action Adventure,Not Rated,https://www.metacritic.com/game/bloodless/
[REDACTED],"PC, PlayStation 5, Xbox Series X",2024-10-27,77,8.2,11,70,KRAFTON Inc.,Top-Down Shoot-'Em-Up,Not Rated,https://www.metacritic.com/game/redacted/
Megaton Musashi W: Wired,"PC, Nintendo Switch, PlayStation 5, PlayStation 4",2024-04-25,77,8.0,12,33,Level 5,Action RPG,T,https://www.metacritic.com/game/megaton-musashi-w-wired/
Wilmot Works It Out,"PC, Nintendo Switch",2024-10-23,77,,8,0,Finji,Puzzle,Not Rated,https://www.metacritic.com/game/wilmot-works-it-out/
Fabledom,"PC, Nintendo Switch, PlayStation 5, Xbox Series X",2024-05-13,77,6.7,22,22,"Dear Villagers, Plug In Digital",Management,Not Rated,https://www.metacritic.com/game/fabledom/
Legacy of Kain: Soul Reaver 1 & 2 Remastered,"PlayStation 5, PlayStation 4, Xbox Series X, Xbox One, Nintendo Switch, PC",2024-12-10,77,7.4,27,71,"Aspyr, U&I Entertainment",Compilation,M,https://www.metacritic.com/game/legacy-of-kain-soul-reaver-1-and-2-remastered/
Parking Garage Rally Circuit,PC,2024-09-20,77,8.2,7,6,Walaber,Auto Racing,Not Rated,https://www.metacritic.com/game/parking-garage-rally-circuit/
Zenless Zone Zero,"PC, iOS (iPhone/iPad), PlayStation 5, Xbox Series X",2024-07-02,77,6.9,37,690,"Cognosphere, miHoYo",Action RPG,T,https://www.metacritic.com/game/zenless-zone-zero/
The Elder Scrolls Online: Gold Road,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One",2024-06-03,77,5.6,12,13,Bethesda Softworks,MMORPG,Not Rated,https://www.metacritic.com/game/the-elder-scrolls-online-gold-road/
Sovereign Syndicate,PC,2024-01-15,77,7.0,11,11,Crimson Herring Studios,Western RPG,Not Rated,https://www.metacritic.com/game/sovereign-syndicate/
Taito Milestones 3,Nintendo Switch,2024-12-10,77,,11,0,"ININ Games, Taito Corporation",Compilation,T,https://www.metacritic.com/game/taito-milestones-3/
Gundam Breaker 4,"Nintendo Switch, PlayStation 5, PC, PlayStation 4",2024-08-29,76,7.2,18,36,Bandai Namco Games,3D Fighting,T,https://www.metacritic.com/game/gundam-breaker-4/
MADiSON VR,"PC, PlayStation 5, Meta Quest",2024-05-02,76,8.1,8,18,"Perp Games, Perpetual-Europe",First-Person Adventure,M,https://www.metacritic.com/game/madison-vr/
Ballionaire,PC,2024-12-10,76,6.8,9,8,Raw Fury,Strategy,Not Rated,https://www.metacritic.com/game/ballionaire/
EA Sports FC 25,"PlayStation 5, Xbox Series X, PC, Nintendo Switch, PlayStation 4, Xbox One",2024-09-27,76,2.8,72,1135,Electronic Arts,Soccer Sim,E,https://www.metacritic.com/game/ea-sports-fc-25/
Disney Epic Mickey: Rebrushed,"Nintendo Switch, Xbox Series X, Xbox One, PC, PlayStation 5, PlayStation 4",2024-09-24,76,7.7,41,123,THQ Nordic,3D Platformer,E10+,https://www.metacritic.com/game/disney-epic-mickey-rebrushed/
Sins of a Solar Empire II,PC,2024-08-15,76,8.3,10,34,Stardock,4X Strategy,Not Rated,https://www.metacritic.com/game/sins-of-a-solar-empire-ii/
Tales of Kenzera: ZAU,"PlayStation 5, Xbox Series X, PC, Nintendo Switch",2024-04-23,76,4.8,65,330,Electronic Arts,Metroidvania,E10+,https://www.metacritic.com/game/tales-of-kenzera-zau/
Master Detective Archives: RAIN CODE+,Unknown,2024-10-01,76,7.7,8,0,Unknown,Unknown,M,https://www.metacritic.com/game/master-detective-archives-rain-code-plus/
Mario vs. Donkey Kong,Nintendo Switch,2024-02-16,76,7.1,107,178,Nintendo,2D Platformer,E,https://www.metacritic.com/game/mario-vs-donkey-kong-2024/
Piczle Cross: Story of Seasons,"Nintendo Switch, PC",2024-02-27,76,,9,0,Rainy Frog,Logic Puzzle,E,https://www.metacritic.com/game/piczle-cross-story-of-seasons/
Planet Coaster 2,"PC, Xbox Series X, PlayStation 5",2024-11-06,76,5.8,40,71,Frontier Developments,Tycoon,E,https://www.metacritic.com/game/planet-coaster-2/
Monster Hunter Stories,"Nintendo Switch, PlayStation 4, PC, Xbox One, Xbox Series X",2024-06-14,76,7.2,20,26,Capcom,JRPG,E10+,https://www.metacritic.com/game/monster-hunter-stories/
Demon's Mirror,PC,2024-09-05,76,,12,0,Good Shepherd Entertainment,Card Battle,Not Rated,https://www.metacritic.com/game/demons-mirror/
RKGK / Rakugaki,"PC, Nintendo Switch, PlayStation 5",2024-05-22,76,5.6,17,5,Wabisabi Games,3D Platformer,T,https://www.metacritic.com/game/rkgk-rakugaki/
SaGa Emerald Beyond,"Nintendo Switch, PlayStation 4, PlayStation 5, PC, iOS (iPhone/iPad)",2024-04-25,76,5.8,17,25,Square Enix,JRPG,T,https://www.metacritic.com/game/saga-emerald-beyond/
SUMMERHOUSE,PC,2024-03-08,76,7.4,8,7,Future Friends Games,Simulation,Not Rated,https://www.metacritic.com/game/summerhouse/
MotoGP 24,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One, Nintendo Switch",2024-05-02,76,5.7,14,27,Milestone S.r.l,Auto Racing Sim,E,https://www.metacritic.com/game/motogp-24/
Wild Bastards,"PC, PlayStation 5, Nintendo Switch, Xbox Series X",2024-09-12,76,6.6,21,18,Maximum Entertainment,FPS,Not Rated,https://www.metacritic.com/game/wild-bastards/
TopSpin 2K25,"PlayStation 5, Xbox Series X, Xbox One, PlayStation 4, PC",2024-04-26,76,5.0,53,166,"2K Games, Take-Two Interactive",Tennis,E,https://www.metacritic.com/game/topspin-2k25/
Heading Out,Unknown,2024-05-07,76,7.0,20,0,Unknown,Unknown,Not Rated,https://www.metacritic.com/game/heading-out/
Rise of the Ronin,"PlayStation 5, PC",2024-03-22,76,7.9,129,1606,"Sony Interactive Entertainment, Koei Tecmo Games",Action RPG,M,https://www.metacritic.com/game/rise-of-the-ronin/
Until Then,"PC, PlayStation 5, Nintendo Switch",2024-06-25,76,8.7,14,130,Maximum Entertainment,Adventure,Not Rated,https://www.metacritic.com/game/until-then/
KAKU: Ancient Seal,"PC, Xbox Series X, PlayStation 5",2024-07-12,76,4.7,9,14,BINGOBELL,Open-World Action,Not Rated,https://www.metacritic.com/game/kaku-ancient-seal/
Withering Rooms,"PC, PlayStation 5, Xbox Series X",2024-04-02,76,7.7,12,33,Perp Games,Survival,M,https://www.metacritic.com/game/withering-rooms/
Bandle Tale: A League of Legends Story,"Nintendo Switch, PC",2024-02-21,76,6.5,23,17,Riot Forge,RPG,Not Rated,https://www.metacritic.com/game/bandle-tale-a-league-of-legends-story/
Voidwrought,Unknown,2024-10-24,76,6.8,7,0,Unknown,Unknown,Not Rated,https://www.metacritic.com/game/voidwrought/
Chicken Police: Into the HIVE!,"PC, Nintendo Switch, PlayStation 5, Xbox Series X, PlayStation 4, Xbox One",2024-11-07,76,8.0,8,14,Joystick Ventures,Visual Novel,Not Rated,https://www.metacritic.com/game/chicken-police-into-the-hive/
Bloomtown: A Different Story,"PC, Nintendo Switch, Xbox Series X, PlayStation 5, PlayStation 4, Xbox One",2024-09-24,76,7.3,8,23,"Twin Sails Interactive, Asmodee",JRPG,Not Rated,https://www.metacritic.com/game/bloomtown-a-different-story/
Peglin,"PC, iOS (iPhone/iPad), Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X, Xbox One",2024-08-27,76,6.6,8,20,BlitWorks,Action Puzzle,E,https://www.metacritic.com/game/peglin/
Tomb Raider I-III Remastered Starring Lara Croft,"Nintendo Switch, PC, Xbox Series X, Xbox One, PlayStation 5, PlayStation 4",2024-02-14,75,7.6,34,229,"Aspyr, U&I Entertainment",Compilation,T,https://www.metacritic.com/game/tomb-raider-i-iii-remastered-starring-lara-croft/
The Star Named EOS,"PC, Nintendo Switch, PlayStation 5, Xbox Series X, iOS (iPhone/iPad)",2024-07-23,75,,8,0,Playism,Adventure,E,https://www.metacritic.com/game/the-star-named-eos/
Horizon Chase 2,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One, Nintendo Switch, iOS (iPhone/iPad)",2024-05-30,75,8.0,14,29,"Aquiris Game Studio, Epic Games",Auto Racing,Not Rated,https://www.metacritic.com/game/horizon-chase-2/
Farming Simulator 25,"PC, PlayStation 5, Xbox Series X",2024-11-12,75,5.0,13,75,Giants Software,Virtual Career,Not Rated,https://www.metacritic.com/game/farming-simulator-25/
MultiVersus,"PlayStation 5, PC, Xbox Series X, PlayStation 4, Xbox One",2024-05-28,75,5.5,23,245,"Warner Bros. Games, Warner Bros. Interactive Entertainment",2D Fighting,T,https://www.metacritic.com/game/multiversus/
Paper Trail,"PC, Nintendo Switch, iOS (iPhone/iPad), PlayStation 5, Xbox Series X, Xbox One, PlayStation 4",2024-05-21,75,8.8,12,114,"Newfangled Games, Lost in Cult",Adventure,E,https://www.metacritic.com/game/paper-trail/
Shadow of the Ninja - Reborn,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Nintendo Switch",2024-08-29,75,7.3,10,27,"ININ Games, NATSUME ATARI Inc., Jujube, Natsume, Strictly Limited Games",2D Platformer,T,https://www.metacritic.com/game/shadow-of-the-ninja-reborn/
New World: Aeternum,"PlayStation 5, Xbox Series X, PC",2024-10-15,75,7.0,19,124,Amazon Game Studios,MMORPG,T,https://www.metacritic.com/game/new-world-aeternum/
Visions of Mana,"PlayStation 5, Xbox Series X, PC, PlayStation 4",2024-08-29,75,8.2,66,304,Square Enix,JRPG,T,https://www.metacritic.com/game/visions-of-mana/
Kong: Survivor Instinct,"PlayStation 5, Xbox Series X, PC",2024-10-22,75,7.2,8,18,7Levels,Action Adventure,Not Rated,https://www.metacritic.com/game/kong-survivor-instinct/
Homeworld 3,PC,2024-05-13,75,3.1,45,85,"Gearbox Publishing, Gearbox Software",Real-Time Strategy,E10+,https://www.metacritic.com/game/homeworld-3/
Star Wars Outlaws,"Xbox Series X, PlayStation 5, PC",2024-08-27,75,5.5,91,3230,Ubisoft,Open-World Action,T,https://www.metacritic.com/game/star-wars-outlaws/
The Mortuary Assistant,"PC, Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X, Xbox One",2024-08-02,75,7.4,10,27,"DreadXP, Super Rare Games",First-Person Adventure,M,https://www.metacritic.com/game/the-mortuary-assistant/
Classified: France '44,"PlayStation 5, Xbox Series X, PC",2024-03-05,75,7.8,11,21,Team17,Turn-Based Tactics,Not Rated,https://www.metacritic.com/game/classified-france-44/
Nobody Wants to Die,"PlayStation 5, Xbox Series X, PC",2024-07-17,75,7.3,22,114,PLAION,First-Person Adventure,Not Rated,https://www.metacritic.com/game/nobody-wants-to-die/
Beat Slayer,PC,2024-04-04,75,5.4,11,9,ByteRockers' Games,3D Beat-'Em-Up,Not Rated,https://www.metacritic.com/game/beat-slayer/
The Legend of Steel Empire,"Nintendo Switch, PlayStation 4",2024-01-23,75,,8,0,"ININ Games, Mebius",Horizontal Shoot-'Em-Up,E10+,https://www.metacritic.com/game/the-legend-of-steel-empire/
Cupid Parasite: Sweet and Spicy Darling,Nintendo Switch,2024-05-28,75,,8,0,"Idea Factory, Reef Entertainment",Visual Novel,T,https://www.metacritic.com/game/cupid-parasite-sweet-and-spicy-darling/
Saviorless,"PC, PlayStation 5, Nintendo Switch",2024-04-02,75,7.8,8,8,Plug In Digital,2D Platformer,T,https://www.metacritic.com/game/saviorless/
The Outlast Trials,"PC, PlayStation 5, Xbox Series X, Xbox One, PlayStation 4",2024-03-05,75,7.7,27,184,Red Barrels,Survival,M,https://www.metacritic.com/game/the-outlast-trials/
Flock,"PC, PlayStation 5, PlayStation 4, Xbox Series X, Xbox One",2024-07-16,75,4.3,18,17,Annapurna Interactive,Adventure,Not Rated,https://www.metacritic.com/game/flock-2/
Ara: History Untold,PC,2024-09-24,74,6.4,55,57,Xbox Game Studios,4X Strategy,E10+,https://www.metacritic.com/game/ara-history-untold/
Tomba! Special Edition,"PlayStation 5, PlayStation 4, Nintendo Switch, PC",2024-08-01,74,7.0,8,11,"Limited Run Games, SUPERDELUXE GAMES",Metroidvania,E10+,https://www.metacritic.com/game/tomba-special-edition/
El Shaddai: Ascension of the Metatron HD Remaster,"Nintendo Switch, PlayStation 5",2024-04-28,74,,13,0,"crim Co., Ltd., Limited Run Games, Rainy Frog",Action Adventure,T,https://www.metacritic.com/game/el-shaddai-ascension-of-the-metatron-hd-remaster/
Emio - The Smiling Man: Famicom Detective Club,Nintendo Switch,2024-08-29,74,8.2,70,91,Nintendo,Visual Novel,M,https://www.metacritic.com/game/emio-the-smiling-man-famicom-detective-club/
Alien: Rogue Incursion,"PC, Meta Quest, PlayStation 5",2024-12-19,74,7.7,32,83,Survios,Survival,M,https://www.metacritic.com/game/alien-rogue-incursion/
The Thaumaturge,"PC, PlayStation 5, Xbox Series X",2024-03-04,74,7.0,61,137,"11 bit studios, Merge Games",RPG,Not Rated,https://www.metacritic.com/game/the-thaumaturge/
Gestalt: Steam & Cinder,"PC, PlayStation 4, Nintendo Switch, Xbox One",2024-07-16,74,6.9,24,29,Fireshine Games,Metroidvania,Not Rated,https://www.metacritic.com/game/gestalt-steam-and-cinder/
"Rolling Hills: Make Sushi, Make Friends","PC, Xbox One",2024-06-04,74,7.2,9,10,Humble Games,Tycoon,Not Rated,https://www.metacritic.com/game/rolling-hills-make-sushi-make-friends/
Penny's Big Breakaway,"Nintendo Switch, PlayStation 5, Xbox Series X, PC",2024-02-21,74,7.3,16,79,Private Division,3D Platformer,E,https://www.metacritic.com/game/pennys-big-breakaway/
Europa,"PC, Nintendo Switch",2024-10-11,74,6.8,20,48,Future Friends Games,Open-World Action,Not Rated,https://www.metacritic.com/game/europa/
Dungeons & Degenerate Gamblers,PC,2024-08-08,74,6.1,7,7,Yogscast Games,Card Battle,Not Rated,https://www.metacritic.com/game/dungeons-and-degenerate-gamblers/
On Your Tail,"Nintendo Switch, PC",2024-12-16,74,5.4,13,21,Humble Games,Third-Person Adventure,Not Rated,https://www.metacritic.com/game/on-your-tail/
Eden Genesis,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One, Nintendo Switch",2024-08-06,74,6.8,10,5,Aeternum Game Studios,2D Platformer,Not Rated,https://www.metacritic.com/game/eden-genesis/
Princess Peach: Showtime!,Nintendo Switch,2024-03-22,74,6.8,119,268,Nintendo,Linear Action Adventure,E10+,https://www.metacritic.com/game/princess-peach-showtime/
Hollowbody,PC,2024-09-12,74,6.4,26,20,Headware Games,Survival,Not Rated,https://www.metacritic.com/game/hollowbody/
Lysfanga: The Time Shift Warrior,"PC, Nintendo Switch",2024-02-13,74,5.9,29,13,Quantic Dream,Action Adventure,Not Rated,https://www.metacritic.com/game/lysfanga-the-time-shift-warrior/
The Cub,"PlayStation 5, Xbox Series X, PC, PlayStation 4, Xbox One, Nintendo Switch",2024-01-19,74,6.5,20,19,Untold Tales,2D Platformer,T,https://www.metacritic.com/game/the-cub/
Tiny Glade,PC,2024-09-23,74,7.5,9,35,Pounce Light,Management,Not Rated,https://www.metacritic.com/game/tiny-glade/
Still Wakes the Deep,"Xbox Series X, PlayStation 5, PC",2024-06-18,74,7.5,46,447,Secret Mode,Survival,M,https://www.metacritic.com/game/still-wakes-the-deep/
Metro Awakening VR,"PlayStation 5, PC, Meta Quest",2024-11-05,74,6.8,33,80,Vertigo Games,Survival,M,https://www.metacritic.com/game/metro-awakening-vr/
CYGNI: All Guns Blazing,"PC, Xbox Series X, PlayStation 5",2024-08-06,74,6.5,32,43,Konami,Vertical Shoot-'Em-Up,E10+,https://www.metacritic.com/game/cygni-all-guns-blazing/
